estate-price,estate-title,estate-subtitle,estate-rooms,estate-surface
â‚¬ 315.000,Villa a schiera in vendita,"Trezzano Sul Naviglio, Via Giovanni Boccaccio",4 locali,152 Mq
â‚¬ 315.000,Trilocale in vendita,"Trezzano Sul Naviglio, Via salvini",3 locali,138 Mq
â‚¬ 265.000,Bilocale in vendita,"Trezzano Sul Naviglio, Via Malibran - Quartiere Zingone",2 locali,72 Mq
â‚¬ 195.000,Trilocale in vendita,"Trezzano Sul Naviglio, Viale Leonardo da Vinci - Quartiere Zingone",4 locali,92 Mq
â‚¬ 195.000,Trilocale in vendita,"Trezzano Sul Naviglio, Via Giacomo Puccini",3 locali,95 Mq
â‚¬ 210.000,Trilocale in vendita,"Trezzano Sul Naviglio, Via curiel",3 locali,106 Mq
â‚¬ 550.000,Villa singola in vendita,"Trezzano Sul Naviglio, Via piave",5 locali,280 Mq
â‚¬ 180.000,Trilocale in vendita,"Trezzano Sul Naviglio, Via Salvini",3 locali,100 Mq
â‚¬ 190.000,Trilocale in vendita,"Trezzano Sul Naviglio, Viale indipendenza",3 locali,105 Mq
â‚¬ 580.000,Villa singola in vendita,"Trezzano Sul Naviglio, Via Camillo Benso Conte di Cavour - Quartiere Zingone",6 locali,300 Mq
â‚¬ 145.000,Bilocale in vendita,"Trezzano Sul Naviglio, Via GiosuÃ¨ Carducci - Quartiere Zingone",2 locali,78 Mq
â‚¬ 299.000,Quadrilocale in vendita,"Trezzo Sull'Adda, Via Pozzone Professor",4 locali,153 Mq
â‚¬ 155.000,Trilocale in vendita,"Trezzo Sull'Adda, Via Fiume",3 locali,116 Mq
â‚¬ 89.000,Trilocale in vendita,"Trezzo Sull'Adda, Via XXV Aprile",3 locali,96 Mq
â‚¬ 155.000,Quadrilocale in vendita,"Trezzo Sull'Adda, Via Santa Caterina",4 locali,158 Mq
â‚¬ 49.000,Casa di corte in vendita,"Trezzo Sull'Adda, Via Rocca",2 locali,40 Mq
â‚¬ 73.000,Bilocale in vendita,"Trezzo Sull'Adda, Piazza Nazionale",2 locali,50 Mq
â‚¬ 339.000,Villa singola in vendita,"Trezzo Sull'Adda, Via E. Brasca",6 locali,368 Mq
â‚¬ 139.000,Attico in vendita,"Trezzo Sull'Adda, Via S. Martino",3 locali,154 Mq
â‚¬ 138.000,Quadrilocale in vendita,"Trezzo Sull'Adda, Via delle Racche",4 locali,133 Mq
â‚¬ 15.000,Box / posti auto in vendita,"Trezzo Sull'Adda, Via Papa Giovanni XXIII",,15 Mq
â‚¬ 120.000,Trilocale in vendita,"Trezzo Sull'Adda, Via Michelangelo",3 locali,102 Mq
â‚¬ 280.000,Quadrilocale in vendita,"Trezzo Sull'Adda, Via Guido Rossa",4 locali,148 Mq
â‚¬ 310.000,Trilocale in vendita,"Trezzo Sull'Adda, Via Guido Rossa",3 locali,164 Mq
â‚¬ 300.000,Quadrilocale in vendita,"Trezzo Sull'Adda, Via Guido Rossa",4 locali,159 Mq
â‚¬ 195.000,Villa singola in vendita,"Trezzo Sull'Adda, Via Don C. Gnocchi",3 locali,120 Mq
â‚¬ 189.000,Trilocale in vendita,"Tribiano, Via Monte Grappa",3 locali,100 Mq
â‚¬ 173.000,Trilocale in vendita,"Tribiano, Via Monte Grappa",3 locali,105 Mq
â‚¬ 195.000,Trilocale in vendita,"Tribiano, Via Sandro Pertini",3 locali,95 Mq
â‚¬ 380.000,Villa singola in vendita,"Tribiano, via piave",8 locali,300 Mq
â‚¬ 159.000,Ter. residenziale in vendita,"Tribiano, Via Monte Ortigara",,965 Mq
â‚¬ 295.000,Quadrilocale in vendita,"Tribiano, Via Ortigara",4 locali,165 Mq
â‚¬ 115.000,Trilocale in vendita,"Tribiano, Via Giuseppe Mazzini - Lanzano",3 locali,95 Mq
â‚¬ 174.000,Quadrilocale in vendita,"Truccazzano, Cascina Gerola",4 locali,133 Mq
â‚¬ 229.000,Quadrilocale in vendita,"Truccazzano, Via Barone Leonino - Albignano",4 locali,183 Mq
â‚¬ 145.000,Trilocale in vendita,"Truccazzano, Via Barone E. Leonino - Albignano",3 locali,82 Mq
â‚¬ 72.000,Bilocale in vendita,"Truccazzano, Piazza Marco Biagi - Cavaione",2 locali,53 Mq
â‚¬ 60.000,Rustico in vendita,"Truccazzano, Via Milano - Albignano",10 locali,375 Mq
â‚¬ 99.000,Monolocale in vendita,"Truccazzano, Via S. Giovanni Bosco",1 locale,64 Mq
â‚¬ 119.000,Trilocale in vendita,"Truccazzano, via Alessandro Manzoni - Cavaione",3 locali,67 Mq
â‚¬ 1.200.000,Ter. residenziale in vendita,"Truccazzano, Via Vecchia Cerca - Cavaione",,3004 Mq
â‚¬ 1.030.000,Villa singola in vendita,"Turbigo, Via Sant Uberto",12 locali,594 Mq
â‚¬ 220.000,Villa a schiera in vendita,"Turbigo, Via Bellaria",4 locali,164 Mq
â‚¬ 250.000,Villa a schiera d'angolo in vendita,"Turbigo, Via Bellaria",4 locali,194 Mq
â‚¬ 89.000,Casa di corte in vendita,"Vanzaghello, Via Novara",2 locali,70 Mq
â‚¬ 109.000,Casa di corte in vendita,"Vanzaghello, Via Novara",3 locali,80 Mq
â‚¬ 269.000,Porzione di bifamiliare in vendita,"Vanzaghello, Via Monviso",4 locali,170 Mq
â‚¬ 214.000,Trilocale in vendita,"Vanzago, Via Sandro Pertini",3 locali,98 Mq
â‚¬ 75.000,Casa di corte in vendita,"Vanzago, Via Roma - Mantegazza",2 locali,50 Mq
â‚¬ 185.000,Quadrilocale in vendita,"Vanzago, Via Umberto I",3 locali,160 Mq
â‚¬ 197.000,Trilocale in vendita,"Vanzago, Via Madre Teresa di Calcutta",3 locali,115 Mq
â‚¬ 125.000,Trilocale in vendita,"Vanzago, Via Umberto I",3 locali,115 Mq
â‚¬ 73.000,Bilocale in vendita,"Vanzago, Via Valle Ticino",2 locali,60 Mq
â‚¬ 300.000,Villa singola in vendita,"Vanzago, Via GiosuÃ¨ Carducci",3 locali,140 Mq
â‚¬ 150.000,Trilocale in vendita,"Vanzago, Via Valle Ticino",3 locali,85 Mq
â‚¬ 420.000,Villa singola in vendita,"Vaprio D'Adda, Via Galileo Galilei",4 locali,170 Mq
â‚¬ 90.000,Trilocale in vendita,"Vaprio D'Adda, Via Cesare Battisti",3 locali,90 Mq
â‚¬ 109.000,Trilocale in vendita,"Vaprio D'Adda, Via XI Febbraio",3 locali,90 Mq
â‚¬ 112.000,Trilocale in vendita,"Vaprio D'Adda, Via Giuseppe Mazzini",3 locali,90 Mq
â‚¬ 85.000,Trilocale in vendita,"Vaprio D'Adda, Via Giacomo Leopardi",3 locali,100 Mq
â‚¬ 109.000,Casa indipendente in vendita,"Vaprio D'Adda, Piazza Cavour",3 locali,133 Mq
â‚¬ 150.000,Ter. residenziale in vendita,"Vaprio D'Adda, Via Per Grezzago",,900 Mq
â‚¬ 149.000,Bilocale in vendita,"Vaprio D'Adda, Via Don Moletta",2 locali,80 Mq
â‚¬ 135.000,Bilocale in vendita,"Vaprio D'Adda, Via Don Moletta",2 locali,70 Mq
â‚¬ 30.000,Rustico in vendita,"Vaprio D'Adda, Via Alessandro Manzoni",2 locali,55 Mq
â‚¬ 80.000,Bilocale in vendita,"Vaprio D'Adda, Piazza Cavour",2 locali,65 Mq
â‚¬ 215.000,Bilocale in vendita,"Vaprio D'Adda, Via Fratelli Manzotti",2 locali,80 Mq
â‚¬ 145.000,Trilocale in vendita,"Vaprio D'Adda, Via XI Febbraio",3 locali,120 Mq
â‚¬ 115.000,Multilocale in vendita,"Vaprio D'Adda, Via Milano",4 locali,100 Mq
â‚¬ 80.000,Multilocale in vendita,"Vaprio D'Adda, Via Galileo Galilei",3 locali,80 Mq
â‚¬ 115.000,Bilocale in vendita,"Vernate, via Manzoni - Moncucco",2 locali,75 Mq
â‚¬ 105.000,Bilocale in vendita,"Vernate, Via Manzoni - Moncucco",2 locali,60 Mq
â‚¬ 128.000,Bilocale in vendita,"Vernate, Cascina boschetto",2 locali,75 Mq
â‚¬ 79.000,Casa semindipendente in vendita,"Vernate, Via roma - Moncucco",2 locali,60 Mq
â‚¬ 49.000,Bilocale in vendita,"Vernate, Via Padre G. Puglisi - Moncucco",2 locali,60 Mq
â‚¬ 405.000,5 locali in vendita,"Vignate, Via Sandro Pertini",5 locali,190 Mq
â‚¬ 225.000,Trilocale in vendita,"Vignate, Via Aldo Moro",3 locali,100 Mq
â‚¬ 170.000,Trilocale in vendita,"Vignate, Via Guglielmo Marconi",3 locali,90 Mq
â‚¬ 165.000,Trilocale in vendita,"Vignate, Via Strettone",3 locali,90 Mq
â‚¬ 340.000,5 locali in vendita,"Vignate, Via Guglielmo Marconi",5 locali,180 Mq
â‚¬ 257.000,Trilocale in vendita,"Vignate, Via Antonio Vivaldi",3 locali,90 Mq
â‚¬ 80.000,Bilocale in vendita,"Villa Cortese, Via Olcella",2 locali,62 Mq
â‚¬ 220.000,Trilocale in vendita,"Villa Cortese, Via S. Martino",3 locali,95 Mq
â‚¬ 140.000,Trilocale in vendita,"Villa Cortese, Via Augusto Righi",3 locali,87 Mq
â‚¬ 350.000,Villa singola in vendita,"Villa Cortese, Via S. Vittore",6 locali,330 Mq
â‚¬ 227.000,Trilocale in vendita,"Vimodrone, Via Padana Superiore",3 locali,97 Mq
â‚¬ 345.000,Trilocale in vendita,"Vimodrone, Str. Padana Superiore",3 locali,115 Mq
â‚¬ 139.000,Bilocale in vendita,"Vimodrone, Via padana superiore",2 locali,62 Mq
â‚¬ 295.000,5 locali in vendita,"Vimodrone, Via 11 Febbraio",5 locali,135 Mq
â‚¬ 175.000,Trilocale in vendita,"Vimodrone, Via Gramsci",3 locali,85 Mq
â‚¬ 189.000,Bilocale in vendita,"Vimodrone, Via Dante",2 locali,60 Mq
â‚¬ 19.000,Box / posti auto in vendita,"Vimodrone, Viale Martesana",,15 Mq
â‚¬ 155.000,Bilocale in vendita,"Vimodrone, Via dei Mille",2 locali,65 Mq
â‚¬ 179.000,Bilocale in vendita,"Vimodrone, Viale Martesana",2 locali,57 Mq
â‚¬ 16.500,Box / posti auto in vendita,"Vimodrone, Viale Martesana",,18 Mq
â‚¬ 269.000,Trilocale in vendita,"Vimodrone, Via della Repubblica",3 locali,100 Mq
â‚¬ 398.000,Trilocale in vendita,"Vimodrone, Via XXV Aprile",3 locali,156 Mq
â‚¬ 235.000,Multilocale in vendita,"Vimodrone, Via XXV Aprile",,72 Mq
â‚¬ 127.000,Bilocale in vendita,"Vimodrone, Via rosselli",2 locali,55 Mq
â‚¬ 188.000,Bilocale in vendita,"Vimodrone, Viale Martesana",2 locali,58 Mq
â‚¬ 85.000,Bilocale in vendita,"Vittuone, Via monviso",2 locali,70 Mq
â‚¬ 55.000,Monolocale in vendita,"Vittuone, Via dei fiori",1 locale,40 Mq
â‚¬ 145.000,Trilocale in vendita,"Vittuone, Via san martino",3 locali,100 Mq
â‚¬ 130.000,Bilocale in vendita,"Vittuone, Via san Martino",2 locali,70 Mq
â‚¬ 198.000,Trilocale in vendita,"Vittuone, Via De Gasperi",3 locali,80 Mq
â‚¬ 118.000,Trilocale in vendita,"Vittuone, Via Madonna del Salvatore",3 locali,90 Mq
â‚¬ 118.000,Trilocale in vendita,"Vittuone, Via madonna del salvatore",3 locali,85 Mq
â‚¬ 140.000,Bilocale in vendita,"Vittuone, Via ghidoli",2 locali,65 Mq
â‚¬ 295.000,Attico in vendita,"Vittuone, Via Trieste",3 locali,170 Mq
â‚¬ 150.000,Casa di corte in vendita,"Vittuone, Via verdi",3 locali,85 Mq
â‚¬ 119.000,Bilocale in vendita,"Vittuone, Via XXIV Maggio",2 locali,63 Mq
â‚¬ 109.000,Bilocale in vendita,"Vittuone, Via XXIV Maggio",2 locali,56 Mq
â‚¬ 92.000,Bilocale in vendita,"Vittuone, Via XXIV Maggio",2 locali,46 Mq
â‚¬ 17.000,Box / posti auto in vendita,"Vittuone, Via de gasperi",,15 Mq
â‚¬ 253.000,Trilocale in vendita,"Vittuone, Via Santa Chiara",3 locali,90 Mq
â‚¬ 401.000,Quadrilocale in vendita,"Zibido San Giacomo, Via Vittorio Veneto - Badile",4 locali,154 Mq
â‚¬ 240.000,Bilocale in vendita,"Zibido San Giacomo, Via Vittorio Veneto - Badile",2 locali,92 Mq
â‚¬ 360.000,Quadrilocale in vendita,"Zibido San Giacomo, Via S. Giacomo",4 locali,190 Mq
â‚¬ 168.000,Bilocale in vendita,"Zibido San Giacomo, Via W. A. Mozart",2 locali,73 Mq
â‚¬ 258.000,Quadrilocale in vendita,"Zibido San Giacomo, Via guglielmo marconi - San Pietro Cusico",4 locali,144 Mq
â‚¬ 198.000,Bilocale in vendita,"Zibido San Giacomo, Via Vittorio Veneto - Badile",2 locali,78 Mq
â‚¬ 215.000,Trilocale in vendita,"Zibido San Giacomo, Via W. A. Mozart",3 locali,97 Mq
